itemcode,catcode,category,subcat,ssubcat,company,mbrand,brand,sku,packtype,base_pack,multipack,flavor,color,wght,uom,hpkcnv,msu,launchdate,qty,mrp,status,factcode,activeitem,active,nepalcomm,flag,audittype,price_seg,filter_seg,DELYM
99765313,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY,MANGO PET 250 ML,PET,250.000 ML, ,MANGO,,250.0,ML,0,0,202410.0,250.0,100.0,,,Y,ACTIVE,,0,2,,,
99765314,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY,LITCHI PET 300 ML,PET,300.000 ML, ,LYCHEE,,300.0,ML,0,0,202410.0,300.0,120.0,,,Y,ACTIVE,,0,2,,,
99765315,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY,KIWI PET 300 ML,PET,300.000 ML, ,KIWI,,300.0,ML,0,0,202410.0,300.0,120.0,,,Y,ACTIVE,,0,2,,,
99765397,118,SOFT DRINKS-NP,SOFT DRINKS,CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,NIMUE,NIMUE NIMBU PANI,PET 500 ML,PET,500.000 ML, ,LEMON,,500.0,ML,0,0,202505.0,500.0,80.0,,,Y,ACTIVE,,0,2,,,
99765398,118,SOFT DRINKS-NP,SOFT DRINKS,CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,NIMUE,NIMUE NIMBU PANI,PET 2250 ML,PET,2250.000 ML, ,LEMON,,2250.0,ML,0,0,202505.0,2250.0,260.0,,,Y,ACTIVE,,0,2,,,
99765411,118,SOFT DRINKS-NP,SOFT DRINKS,CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,MAINTAIN DEW,MAINTAIN DEW,PET 200 ML,PET,200.000 ML, ,LEMON,,200.0,ML,0,0,202505.0,200.0,35.0,,,Y,ACTIVE,,0,2,,,
99765445,118,SOFT DRINKS-NP,SOFT DRINKS,CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,MAINTAIN DEW,MAINTAIN DEW,PET 2250 ML,PET,2250.000 ML, ,LEMON,,2250.0,ML,0,0,202506.0,2250.0,260.0,,,Y,ACTIVE,,0,2,,,
99765452,118,SOFT DRINKS-NP,SOFT DRINKS,CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,MAINTAIN DEW,MAINTAIN DEW,PET 500 ML,PET,500.000 ML, ,LEMON,,500.0,ML,0,0,202507.0,500.0,80.0,,,Y,ACTIVE,,0,2,,,
99765470,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,MENTN,MENTN,MANGO TPK 200 ML,TPK,200.000 ML, ,MANGO,,200.0,ML,0,0,202508.0,200.0,25.0,,,Y,ACTIVE,,0,2,,,
99765487,118,SOFT DRINKS-NP,SOFT DRINKS,CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,CHAT COLA,CHAT COLA,PET 200 ML,PET,200.000 ML, ,COLA,,200.0,ML,0,0,202508.0,200.0,35.0,,,Y,ACTIVE,,0,2,,,
