PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202412,2,116313561,11301020007,1734595091656,134,AGRO THAI FOODS PVT LTD-NEPAL,XTREME,XTREME-ENERGY DRINK CLASSIC CAN 500ML,200,500ML,CAN,,1734595091656-agro thai foods pvt ltd-nepal-xtreme#3.png
202412,2,116313561,11301020007,1734594899846,118,VARUN BEVERAGE -NEPAL,7 UP,7 UP-LEMON-PET 2250ML FREE 250ML MOUNTAIN DEW RS50/-,270,2250ML,PET,,1734594899846-varun beverage -nepal-7 up#3.png
202412,2,130672610299,13067020011,1735611057892,134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,"RFS AQUA PROCESSED DRINKING WATER ",20,1000 ML.,PBT,,1735611057892-nice jal udhyog - nepal-rfs aqua#3.png
202412,2,130672610277,13067020007,1735611057892,134,"NICE JAL UDHYOG , NEPAL",RFS AQUA,"RFS AQUA PROCESSED DRINKING WATER ",20,1000 ML.,PBT,,
202412,2,516753610299,51675020010,1735373521595,134,"API SPRING PVT.LTD NEPAL ",API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25,"1000ML ",PBT,,
202412,2,516753710207,51675020002,1735373521595,134,"API SPRING PVT.LTD NEPAL ",API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25,"1000ML ",PBT,,
202412,2,516753310229,51675020004,1735373521595,134,"API SPRING PVT.LTD NEPAL ",API SPRING,API SPRING/1000ML/PBT/MINRAL WATER,25,"1000ML ",PBT,,1735373521595-api spring pvt-ltd nepal -api spring#3.png
202412,2,128699486,12201020014,1733901349964,134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-LYCHEE-LYCHEE DRINK PET 250ML,100,250ML,PET,,1733901349964-singapore beverage-nepal-fruit gems#3.png
202412,2,117186046,11302020003,1733808460064,134,RAYBOT SPRING'S MINERAL WATER-NEPAL,RAYBOT REFRESH,RAYBOT REFRESH-GUAVA PET 250ML,50,250ML,PET,,1733808460064-raybot spring-s mineral water-nepal-raybot refresh#3.png
202412,2,128811177,52203020008,1734591105905,134,CG FOODS- NEPAL,"RIO ",RIO/GUAVA DELIGHT/180ML/TPK,25,"180ML ",TPK,,1734591105905-cg foods- nepal-rio #3.png
202412,2,130456210357,13045020016,1734579959351,134,RAYBOT SPRING'S MINERAL WATER-NEPAL,RAYBOT REFRESH,RAYBOT REFRESH-GUAVA PET 250 ML.,50,250 ML,PBT,,1734579959351-raybot spring-s mineral water-nepal-raybot refresh#3.png
202412,3,3110104604,31101030302,1734418567531,125,SHREE RAM TOBACCO UDHYOG,"BHOLA ",BHOLA EXTRA POWER\7GM\PPH\RS:20\SHREE RAM TOBACCO UDHYOG NEPAL,20,7GM,PPH,New SKU,1734418567531-shree ram tobacco udhyog-bhola #3.png
202412,2,125932332,21301020004,1734226869833,134,CG FOODS- NEPAL,RIO GUAVA DELIGHT,RIO GUAVA DELIGHT \180ML\RS 25,25,180 ML,TPK,New SKU,1734226869833-cg foods- nepal-rio guava delight#3.png
202412,2,123875442,21301020042,1734177656551,134,P.K. GENERAL DRINK LP.-THAILAND,BONKO LYCHEE,BONKO LYCHEE\320ML\RS,120,320 ML,PET,New SKU,1734177656551-p-k- general drink lp--thailand-bonko lychee#3.png
202412,2,233775810076,23377020003,1733914404052,118,COCA COLA COMPANY IMPRTD-IMPTD,"THUMS UP ","THUMS UP\PBT\2000ML\CARBONATED ",158.4,2000ML,PBT,,1733914404052-coca cola company imprtd-imptd-thums up #3.png
202412,2,233775810076,23377020003,1733913918201,118,"COCA COLA COMPANY IMPRTD-IMPTD ","THUMS UP ","THUMS UP\750ML\PBT\CARBONATED ",64,750ML,PBT,,1733913918201-coca cola company imprtd-imptd -thums up #3.png
202412,3,2110100370,21101031706,1733828064964,,JT INTERNATIONAL - SA,CAMEL CONNECT,CAMEL CONNECT ORIGINAL,161.5,20,HL,,1733828064964-jt international - sa-camel connect#3.png
202412,3,2110100370,21101031706,1733828365862,,JT INTERNATIONAL - SA,CAMEL CONNECT,CAMEL CONNECT MINT CRUSH,239,20,HL,,1733828365862-jt international - sa-camel connect#3.png
