PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202401,2,117190404,11301020001,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,190,1500ML,PET,,
202401,2,116313561,11301020007,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,190,1500ML,PET,,
202401,2,116650544,11301020009,1705647178425,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2250ML+FREE PET 250ML COCA COLA,270,2250ML,PET,,
202401,2,129058210,12201020023,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,190,1500ML,PET,,
202401,2,129057674,12201020008,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,190,1500ML,PET,,
202401,2,129057674,12201020008,1706004074729,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-PET 1500ML+ FREE SPRITE PET 250ML,190,1500ML,PET,,
202401,2,129057785,12201020029,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,19,1500ML,PET,,
202401,2,128248647,12201020030,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,190,1500ML,PET,,
202401,2,128897531,12201020027,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,190,1500ML,PET,,
202401,2,128897531,12201020027,1706004074729,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-PET 1500ML+ FREE SPRITE PET 250ML,190,1500ML,PET,,
202401,2,128877778,12201020015,1705647178425,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2250ML+FREE PET 250ML COCA COLA,270,2250ML,PET,,1705647178425-bottlers nepal - nepal-coca-cola#3.png
202401,2,128877778,12201020015,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,190,1500ML,PET,,1705647364705-bottlers nepal - nepal-coca-cola#3.png
202401,2,123145849,12303020019,1705389971580,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA COLA PET 1500ML FREE 250ML COCA COLA,190,1500ML,PET,,
202401,2,122150710,12303020015,1705389971580,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA COLA PET 1500ML FREE 250ML COCA COLA,190,1500ML,PET,,
202401,2,122150710,12303020015,1706182384923,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER-MIXED FRUIT TPK 1000ML FREE REAL 180ML,290,1000ML,TPK,,1706182384923-dabur nepal ltd--nepal-real fruit power#3.png
202401,2,122160674,12303020021,1705814060558,118,MANAKAMANA FRUIT & BEVERAGE-NP,CLASS COLA,CLASS COLA-PBT 1000ML,120,1000ML,PBT,,1705814060558-manakamana fruit - beverage-np-class cola#3.png
202401,2,121835993,12303020026,1705389971580,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA COLA PET 1500ML FREE 250ML COCA COLA,190,1500ML,PET,,
202401,2,128827744,12201020019,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,190,1500ML,PET,,
202401,2,117185718,41301020017,1706089179743,118,BUDDHA GRAMEEN PROCESSED DRINKING WATER INDS,BG AQUA FRESH,MOUNTAIN/DEW/1000ML,130,1000 ML,PET,,1706089179743-buddha grameen processed drinking water inds-bg aqua fresh#3.png
202401,2,117185718,41301020017,1706088817190,134,BUDDHA GRAMEEN PROCESSED DRINKING WATER INDS,BG AQUA FRESH,BG AQUA FRESH/PET/1000ML,25,1000 ML,PET,,1706088817190-buddha grameen processed drinking water inds-bg aqua fresh#3.png
202401,2,116475187,41301020029,1706087263662,134,SARAS BEVERAGES PVT LTD-NEPAL,RED BULL,RED BULL /CAN/250  ML,110,250 ML,CAN,,1706087263662-saras beverages pvt ltd-nepal-red bull#3.png
202401,2,128993711,12201020018,1705647178425,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2250ML+FREE PET 250ML COCA COLA,270,2250ML,PET,,
202401,2,128812959,12201020024,1705647178425,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2250ML+FREE PET 250ML COCA COLA,270,2250ML,PET,,
202401,2,128702441,12201020028,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,190,1500ML,PET,,
202401,2,128702441,12201020028,1705647178425,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2250ML+FREE PET 250ML COCA COLA,270,2250ML,PET,,
202401,2,128876850,12201020011,1705647364705,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA PET 1500ML+FREE PET 250ML,190,1500ML,PET,,
202401,2,128876850,12201020011,1706004074729,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-PET 1500ML+ FREE SPRITE PET 250ML,190,1500ML,PET,,1706004074729-bottlers nepal - nepal-sprite#3.png
202401,2,109948383,21102020037,1705906316447,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA/PBT/2250ML/RS270/FREE 250ML COCA COLA/BOTTLERS NEPSL,270,2250 ML,PBT,,
