PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202503,2,130456210353,13045020020,1740102101164,134,HIMALAYAN BOTTLERS PVT LTD-NEPAL,AMRAPALI KOOL COCO,AMRAPALI KOOL COCO-PINEAPPLE PET 320 ML.,140,320 ML.,PET,,
202503,2,116313561,11301020007,1740124248434,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2000ML+PET 250ML COCACOLA FREE,220,2000ML,PET,,
202503,2,116336450,11301020015,1740124248434,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2000ML+PET 250ML COCACOLA FREE,220,2000ML,PET,,
202502,2,112177036,31304020011,1740714944392,134,"RUBY BEVERAGE PVT LTD ",RUBY,RUBY PBT 1000ML,25,1000ML,PBT,,1740714944392-ruby beverage pvt ltd -ruby#3.png
202502,2,128757050,12201020010,1740123729049,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-SPRITE PET 2000ML +PET 250ML COCACOLA FREE,220,2000ML,PET,,
202502,2,128757050,12201020010,1740124248434,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2000ML+PET 250ML COCACOLA FREE,220,2000ML,PET,,
202502,2,128827744,12201020019,1740123729049,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-SPRITE PET 2000ML +PET 250ML COCACOLA FREE,220,2000ML,PET,,
202502,2,128877778,12201020015,1740123729049,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-SPRITE PET 2000ML +PET 250ML COCACOLA FREE,220,2000ML,PET,,
202502,2,112141235,12101020015,1740102101164,134,HIMALAYAN BOTTLERS PVT LTD-NEPAL,AMRAPALI KOOL COCO,AMRAPALI KOOL COCO-PINEAPPLE PET 320 ML.,140,320 ML.,PET,,
202502,2,117705870,51302020008,1739098219778,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,"COCA-COLA/2000ML/PBT/FREE 250M COCA-COLA L PBT/BOTTLERS NEPAL ",0,2000ML,PBT,Delete the Item,
202502,2,117705870,51302020008,1740466875963,118,BOTTLERS NEPAL - NEPAL,"SPRITE ",SPRITE/LEMON/2.25L/PBT/250 ML COCA COLA FREE,0,"2.25L ",PBT,Delete the Item,
202502,2,117672861,51302020005,1740466738570,118,BOTTLERS NEPAL - NEPAL,FANTA ORANGE,FANTA ORANGE/2.25L/PBT/250 ML COCA COLA FREE,270,"2.25L ",PBT,,1740466738570-bottlers nepal - nepal-fanta orange#3.png
202502,2,117672861,51302020005,1740466875963,118,BOTTLERS NEPAL - NEPAL,"SPRITE ",SPRITE/LEMON/2.25L/PBT/250 ML COCA COLA FREE,270,"2.25L ",PBT,,1740466875963-bottlers nepal - nepal-sprite #3.png
202502,2,117669686,51302020004,1740466875963,118,BOTTLERS NEPAL - NEPAL,"SPRITE ",SPRITE/LEMON/2.25L/PBT/250 ML COCA COLA FREE,270,"2.25L ",PBT,,
202502,2,128827091,12201020021,1740124248434,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2000ML+PET 250ML COCACOLA FREE,220,2000ML,PET,,
202502,2,128827091,12201020021,1740123729049,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-SPRITE PET 2000ML +PET 250ML COCACOLA FREE,220,2000ML,PET,,
202502,2,128699486,12201020014,1740124248434,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2000ML+PET 250ML COCACOLA FREE,220,2000ML,PET,,
202502,2,128699486,12201020014,1740123729049,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-SPRITE PET 2000ML +PET 250ML COCACOLA FREE,220,2000ML,PET,,
202502,2,129025391,12201020007,1740124248434,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,COCA-COLA-COLA-PET 2000ML+PET 250ML COCACOLA FREE,220,2000ML,PET,,
202502,2,128773659,21202020035,1740192624937,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,"COCA COLA\2000ML\PBT\FREE 250ML COKE ",220,2000ML,PBT,,
202502,2,130530328,21202020032,1740192624937,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,"COCA COLA\2000ML\PBT\FREE 250ML COKE ",220,2000ML,PBT,,
202502,2,130087883,21202020020,1740192624937,118,BOTTLERS NEPAL - NEPAL,COCA-COLA,"COCA COLA\2000ML\PBT\FREE 250ML COKE ",220,2000ML,PBT,Sales Deviation is OK,
