PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202504,2,125084116,21301020030,1744873061161,134,SALAMBHU FOOD AND BEVERAGE-NEPAL,SHANKARAPUR PROCESSES DRINKING WATER,AQUA SHANKARAPUR PROCESSED DRINKING WATER\1000\ML,20,1000 ML,PET,New SKU,1744873061161-salambhu food and beverage-nepal-shankarapur processes drinking water#3.png
202504,2,132790180,22304020009,1745046036803,134,GAMA FOODS NEPAL PVT LTD-NEPAL,BLACK HORSE,"BLACK HORSE\250ML\ENERGY DRINK ",120,250ML,CAN,,1745046036803-gama foods nepal pvt ltd-nepal-black horse#3.png
202504,2,121838548,31101020068,1745050245334,118,LIFE FOOD & BEVERAGE-NEPAL,NIMBOO PANI,LIFE NIMBOO PANI\250ML\PET\RS:50\LIFE FOOD& BEVRAGE PVT.LTD,50,250 ML,PET,,1745050245334-life food - beverage-nepal-nimboo pani#3.png
202504,2,122331327,31101020086,1744864838286,118,BOTTLERS NEPAL - NEPAL,FANTA,FANTA LEMON\250ML\PET\RS:80\BOTTLERS I NEPAL,50,250ML,PET,Any other reason,
202504,2,124259316,31101020012,1744864838286,118,BOTTLERS NEPAL - NEPAL,FANTA,FANTA LEMON\250ML\PET\RS:80\BOTTLERS I NEPAL,50,250ML,PET,New SKU,1744864838286-bottlers nepal - nepal-fanta#3.png
202504,2,112273751,21102020025,1744959820498,134,DABUR NEPAL LTD.-NEPAL,REAL BURRST,REAL BURRST/GUAVA/TPK/RS25/DABUR NEPAL PVT LTD,25,170ML,TPK,,1744959820498-dabur nepal ltd--nepal-real burrst#3.png
202504,2,112273751,21102020025,1744959526309,118,BOTTLERS NEPAL - NEPAL,FANTA LEMON,FANTA LEMON/PBT/250ML/RS50/BOTTLERS NEPAL,50,250ML,PBT,,1744959526309-bottlers nepal - nepal-fanta lemon#3.png
202504,3,1210102549,12101030191,1744100189760,126,DHARMAPAL SATYAPAL LTD-INDIA,PASSPASS,PASSPASS-PASSPASS-FRESH MINT PPH 9.5 GM.,8,9.5 GM.,PPH,Any other reason,
202504,2,130911248,31101020091,1744697016147,118,BOTTLERS NEPAL - NEPAL,FANTA LEMON,"FANTA LEMON PBT 250ML ",50,250ML,PBT,,1744697016147-bottlers nepal - nepal-fanta lemon#3.png
202504,2,128189766,31101020097,1744697016147,118,BOTTLERS NEPAL - NEPAL,FANTA LEMON,"FANTA LEMON PBT 250ML ",50,250ML,PBT,,1744697016147-bottlers nepal - nepal-fanta lemon#3.png
202504,2,126322594,21301020016,1744360668664,134,ANIMES ENTERPRISES PVT.LTD,AQUA SHIKHAR DIP,AQUA SHIKHAR DIP \1000\ML,20,1000 ML,PET,New SKU,
202504,2,125918143,21301020027,1744360668664,134,ANIMES ENTERPRISES PVT.LTD,AQUA SHIKHAR DIP,AQUA SHIKHAR DIP \1000\ML,20,1000 ML,PET,,1744360668664-animes enterprises pvt-ltd-aqua shikhar dip#3.png
202504,2,122332165,31101020087,1744617005087,118,LIFE FOOD & BEVERAGE-NEPAL,FIZZY LIFE,FIZZY LIFE NIMBOO LEMON PBT 500ML,85,500ML,PBT,,1744617005087-life food - beverage-nepal-fizzy life#3.png
202504,3,1210101689,12101030231,1744100189760,126,DHARMAPAL SATYAPAL LTD-INDIA,PASSPASS,PASSPASS-PASSPASS-FRESH MINT PPH 9.5 GM.,8,9.5 GM.,PPH,,1744100189760-dharmapal satyapal ltd-india-passpass#3.png
202504,2,109955214,21102020052,1744009629998,118,BOTTLERS NEPAL TERAI LIMITED,FANTA APPLE,"FANTA LEMON ",50,250ML,PET,,1744009629998-bottlers nepal terai limited-fanta apple#3.png
