PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202503,2,128840881,31101020084,1743144293094,134,CG FOODS- NEPAL,RIO,RIO PINAPPLE\180ML\TPK\RS:30\CG FOODS NEAL,30,180ML,TPK,,
202503,2,121566641,31101020004,1743144293094,134,CG FOODS- NEPAL,RIO,RIO PINAPPLE\180ML\TPK\RS:30\CG FOODS NEAL,30,180ML,TPK,,
202503,2,121566641,31101020004,1741331029481,134,CHAUDHARY GROUP - NEPAL,RIO 7 FRUITS & GLUCOSE,RIO 7 FRUITS& GLUCOSE\180ML\TPK\RS:30\CHAUDHARY GROUP NEPAL,30,180ML,TPK,New SKU,
202503,2,127909365,31101020058,1741331029481,134,CHAUDHARY GROUP - NEPAL,RIO 7 FRUITS & GLUCOSE,RIO 7 FRUITS& GLUCOSE\180ML\TPK\RS:30\CHAUDHARY GROUP NEPAL,30,180ML,TPK,New SKU,
202503,2,121800251,31101020065,1743144293094,134,CG FOODS- NEPAL,RIO,RIO PINAPPLE\180ML\TPK\RS:30\CG FOODS NEAL,30,180ML,TPK,,
202503,2,121800251,31101020065,1741331029481,134,CHAUDHARY GROUP - NEPAL,RIO 7 FRUITS & GLUCOSE,RIO 7 FRUITS& GLUCOSE\180ML\TPK\RS:30\CHAUDHARY GROUP NEPAL,30,180ML,TPK,Any other reason,
202503,3,1027134813436,22502030011,1743412858373,125,GREEN TOBACOO COMPANY PVT LTD,SUPER LIKE,SUPER LIKE/REGULAR/PPH 18GM/RS40/GREEN TOBACCO COMPANY PVT LTD,40,18GM,PPH,,1743412858373-green tobacoo company pvt ltd-super like#3.png
202503,2,516865410032,51686020009,1743227915441,118,LUMBINI BEVERAGE-NEPAL,"MAZICAL DEW ",MAZICAL DEW/250ML/PBT,50,"250ML ",PBT,,
202503,2,516813610206,51681020015,1743227915441,118,LUMBINI BEVERAGE-NEPAL,"MAZICAL DEW ",MAZICAL DEW/250ML/PBT,50,"250ML ",PBT,,1743227915441-lumbini beverage-nepal-mazical dew #3.png
202503,2,516753310237,51675020007,1743222554062,118,LUMBINI BEVERAGE-NEPAL,"CONFIRM LITCHI ",CONFIRM LITCHI/150ML/PBT,50,150ML,PBT,,1743222554062-lumbini beverage-nepal-confirm litchi #3.png
202503,2,212582710101,21258020003,1743396027062,134,"FALATE  KALIKA KHANEPANI UTPADAN THAT'S BIKRI KENDAL ","JUGAL WATER ",JUGAL WATER/1000/ ML,20,1000 ML PET,,New SKU,
202503,2,212582710078,21258020012,1743396027062,134,"FALATE  KALIKA KHANEPANI UTPADAN THAT'S BIKRI KENDAL ","JUGAL WATER ",JUGAL WATER/1000/ ML,20,1000 ML PET,,New SKU,
202503,2,212581910083,21258020013,1743396027062,134,"FALATE  KALIKA KHANEPANI UTPADAN THAT'S BIKRI KENDAL ","JUGAL WATER ",JUGAL WATER/1000/ ML,20,1000 ML PET,,New SKU,
202503,2,212581910102,21258020002,1743396027062,134,"FALATE  KALIKA KHANEPANI UTPADAN THAT'S BIKRI KENDAL ","JUGAL WATER ",JUGAL WATER/1000/ ML,20,1000 ML PET,,New SKU,
202503,2,212582710158,21258020011,1743396027062,134,"FALATE  KALIKA KHANEPANI UTPADAN THAT'S BIKRI KENDAL ","JUGAL WATER ",JUGAL WATER/1000/ ML,20,1000 ML PET,,,1743396027062-falate  kalika khanepani utpadan that-s bikri kendal -jugal water #3.png
202503,2,212581910139,21258020001,1743396027062,134,"FALATE  KALIKA KHANEPANI UTPADAN THAT'S BIKRI KENDAL ","JUGAL WATER ",JUGAL WATER/1000/ ML,20,1000 ML PET,,New SKU,
202503,2,128993711,12201020018,1742449668663,134,NATURA INTERNATIONAL PVT LTD NEPAL,ZESTY FRUIT,ZESTY FRUIT ORANGE DRINK PET 250ML,100,250ML,PET,,
202503,2,128757050,12201020010,1742449815379,134,NATURA INTERNATIONAL PVT LTD NEPAL,ZESTY FRUIT,ZESTY FRUIT POMEGRANATE DRINK PET 250ML,100,250ML,PET,,1742449815379-natura international pvt ltd nepal-zesty fruit#3.png
