itemcode,itemdesc,catcode,category,company,brand,packaging,flavor,color,qty,uomdesc,pack_size,launchdate
46118,WINSTON PURPLE MINT-WINSTON-FRESH-HL 20'S-KS REGULAR-MID-PRICE,105,CIGARETTE,JT INTERNATIONAL - SA,WINSTON PURPLE MINT,HL,FRESH,,20,NO,20,201707
90110250,MARLBORO GOLD-MARLBORO-LIGHT-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,PT PHILIP MORRIS-INDONESIA,MARLBORO GOLD,HL,LIGHT,,20,NO,20,201505
90110225,SAHASI PREMIUM FILTER KINGS-SAHASHI-FULL FLAVOUR-HL 20'S-NON-FILTER-VALUE,105,CIGARETTE,CHAUDHARY GROUP - NEPAL,SAHASI PREMIUM FILTER KINGS,HL,FULL FLAVOUR,,20,NO,20,201102
90110167,GAURAV-GAURAV-FULL FLAVOUR-SC 20'S-KS REGULAR-VALUE,105,CIGARETTE,CHAUDHARY GROUP - NEPAL,GAURAV,SC,FULL FLAVOUR,,20,NO,20,0
90110215,BROWN CLOVE-BROWN-KRETEK-HL 20'S-LONG REGULAR-MID-PRICE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,BROWN CLOVE,HL,KRETEK,,20,NO,20,200801
90110256,CAPTAIN FILTER KINGS-CAPTAIN-FULL FLAVOUR-HL 20'S-LONG REGULAR-MID-PRICE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,CAPTAIN FILTER KINGS,HL,FULL FLAVOUR,,20,NO,20,201612
90110119,NEPAL GOLD FLAKE-NEPAL GOLD FLAKE-FULL FLAVOUR-SC 20'S-LONG SS-VALUE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,NEPAL GOLD FLAKE,SC,FULL FLAVOUR,,20,NO,20,0
90110241,MAYALU-MAYALU-FULL FLAVOUR-HL 20'S-LONG SS-VALUE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,MAYALU,HL,FULL FLAVOUR,,20,NO,20,201305
90118222,LAILA-LAILA-FULL FLAVOUR-HL 20'S-LONG SS-VALUE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,LAILA,HL,FULL FLAVOUR,,20,NO,20,0
90110197,SHIKHAR SELECT-SHIKHAR-FULL FLAVOUR-HL 20'S-KS SLIM-VALUE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SHIKHAR SELECT,HL,FULL FLAVOUR,,20,NO,20,0
47592,SHIKHAR ICE RUSH-SHIKHAR-FRESH-HL 20'S-KS REGULAR-MID-PRICE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SHIKHAR ICE RUSH,HL,FRESH,,20,NO,20,201711
90110239,SURYA LEGEND-SURYA-FULL FLAVOUR-SB 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SURYA LEGEND,SB,FULL FLAVOUR,,20,NO,20,201212
90110213,SURYA 24 CARAT-SURYA-FULL FLAVOUR-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SURYA 24 CARAT,HL,FULL FLAVOUR,,20,NO,20,200711
48588,SURYA 24 CARAT BLUE-SURYA-LIGHT-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SURYA 24 CARAT BLUE,HL,LIGHT,,20,NO,20,201803
48587,SURYA 24 CARAT ARCTIC BURST-SURYA-FRESH-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SURYA 24 CARAT ARCTIC BURST,HL,FRESH,,20,NO,20,201803
90110116,CHAUTARI-CHAUTARI-FULL FLAVOUR-SC 20'S-NON-FILTER-VALUE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,CHAUTARI,SC,FULL FLAVOUR,,20,NO,20,0
90110246,CHAUTARI FILTER-CHAUTARI-FULL FLAVOUR-SC 20'S-NON-FILTER-VALUE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,CHAUTARI FILTER,SC,FULL FLAVOUR,,20,NO,20,201502
90110207,BIJULI FILTER-BIJULI-FULL FLAVOUR-HL 20'S-NON-FILTER-VALUE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,BIJULI FILTER,HL,FULL FLAVOUR,,20,NO,20,200702
49287,GUDANG GARAM SIGNATURE MENTHOL MILD-GUDANG GARAM-KRETEK-HL 20'S-LONG REGULAR-PREMIUM,105,CIGARETTE,AMARAN OLEH KERAJAAN - MALAYSIA,GUDANG GARAM SIGNATURE MENTHOL MILD,HL,KRETEK,,20,NO,20,201806
90110149,BENSON & HEDGES BLUE GOLD-BENSON & HEDGES-FULL FLAVOUR-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,TRANSIT,BENSON & HEDGES BLUE GOLD,HL,FULL FLAVOUR,,20,NO,20,0
90110121,555 FILTER KING-555-FULL FLAVOUR-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,TRANSIT,555 FILTER KING,HL,FULL FLAVOUR,,20,NO,20,0
90118224,555 GOLD-555-FULL FLAVOUR-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,TRANSIT,555 GOLD,HL,FULL FLAVOUR,,20,NO,20,0
90110210,GUDANG GARAM-GUDANG GARAM-KRETEK-HL 16'S-LONG REGULAR-PREMIUM,105,CIGARETTE,TRANSIT,GUDANG GARAM,HL,KRETEK,,16,NO,16,200705
90110251,HITLER BLACK-HITLER-KRETEK-HL 20'S-LONG REGULAR-PREMIUM,105,CIGARETTE,TRANSIT,HITLER BLACK,HL,KRETEK,,20,NO,20,201508
90110130,GUDANG GARAM INTERNATIONAL-GUDANG GARAM-KRETEK-HL 12'S-LONG REGULAR-PREMIUM,105,CIGARETTE,TRANSIT,GUDANG GARAM INTERNATIONAL,HL,KRETEK,,12,NO,12,0
49630,MOND SUPER SLIM STRAWBERRY-MOND-FRESH-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,TRANSIT,MOND SUPER SLIM STRAWBERRY,HL,FRESH,,20,NO,20,201808
49427,MOND SUPER SLIM CHOCOLATE-MOND-FRESH-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,TRANSIT,MOND SUPER SLIM CHOCOLATE,HL,FRESH,,20,NO,20,201807
49429,MOND SUPER SLIM PAAN-MOND-FRESH-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,TRANSIT,MOND SUPER SLIM PAAN,HL,FRESH,,20,NO,20,201807
49428,MOND SUPER SLIM GREEN APPLE-MOND-FRESH-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,TRANSIT,MOND SUPER SLIM GREEN APPLE,HL,FRESH,,20,NO,20,201807
90118225,MOND SUPER SLIM ORANGE MINT-MOND-FRESH-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,TRANSIT,MOND SUPER SLIM ORANGE MINT,HL,FRESH,,20,NO,20,0
90118226,MOND SUPER SLIM MENTHOL-MOND-FRESH-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,TRANSIT,MOND SUPER SLIM MENTHOL,HL,FRESH,,20,NO,20,0
90118227,MOND SUPER SLIM CHERRY-MOND-FRESH-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,TRANSIT,MOND SUPER SLIM CHERRY,HL,FRESH,,20,NO,20,0
90118228,ORIS SLIM DOUBLE APPLE-ORIS-FRESH-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,TRANSIT,ORIS SLIM DOUBLE APPLE,HL,FRESH,,20,NO,20,0
90118229,MAJOR-MAJOR-FULL FLAVOUR-HL 20'S-NON-FILTER-VALUE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,MAJOR,HL,FULL FLAVOUR,,20,NO,20,0
90200004,DJARUM BLACK-DJARUM-KRETEK-HL 16'S-KS REGULAR-PREMIUM,105,CIGARETTE,PT DJARUM KUDUS-INDONESIA,DJARUM BLACK,HL,KRETEK,,16,NO,16,0
90200005,DJARUM BLACK-DJARUM-KRETEK-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,PT DJARUM KUDUS-INDONESIA,DJARUM BLACK,HL,KRETEK,,20,NO,20,0
90200006,KHUKURI-KHUKURI-FULL FLAVOUR-HL 20'S-KS SLIM-VALUE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,KHUKURI,HL,FULL FLAVOUR,,20,NO,20,0
90200010,SHIKHAR FILTER KINGS-SHIKHAR-FULL FLAVOUR-HL 20'S-KS REGULAR-MID-PRICE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SHIKHAR FILTER KINGS,HL,FULL FLAVOUR,,20,NO,20,0
90200012,SURYA LUXURY BLUE-SURYA-LIGHT-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SURYA LUXURY BLUE,HL,LIGHT,,20,NO,20,0
90200013,SURYA LUXURY KINGS-SURYA-FULL FLAVOUR-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SURYA LUXURY KINGS,HL,FULL FLAVOUR,,20,NO,20,0
90200015,GUDANG GARAM MENTHOL-GUDANG GARAM-KRETEK-HL 12'S-LONG REGULAR-PREMIUM,105,CIGARETTE,AMARAN OLEH KERAJAAN - MALAYSIA,GUDANG GARAM MENTHOL,HL,KRETEK,,12,NO,12,0
90200017,BIJULI-BIJULI-FULL FLAVOUR-SC 20'S-NON-FILTER-VALUE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,BIJULI,SC,FULL FLAVOUR,,20,NO,20,0
90200018,INDONESIA BLACK-INDONESIA BLACK-FULL FLAVOUR-HL 20'S-KS REGULAR-MID-PRICE,105,CIGARETTE,GOLD STEP TOBACCO PVT LTD,INDONESIA BLACK,HL,FULL FLAVOUR,,20,NO,20,0
90110164,MARLBORO RED-MARLBORO-FULL FLAVOUR-HL 20'S-NON-FILTER-PREMIUM,105,CIGARETTE,PT PHILIP MORRIS-INDONESIA,MARLBORO RED,HL,FULL FLAVOUR,,20,NO,20,0
90110214,PILOT FILTER-PILOT-FULL FLAVOUR-HL 20'S-KS SLIM-VALUE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,PILOT FILTER,HL,FULL FLAVOUR,,20,NO,20,200712
99762386,CAPTAIN MOUNTAIN FRESH-CAPTAIN-FRESH-HL 20'S-KS REGULAR-MID-PRICE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,CAPTAIN MOUNTAIN FRESH,HL,FRESH,,20,NO,20,0
99762387,SURYA MINT-SURYA-FRESH-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SURYA MINT,HL,FRESH,,20,NO,20,0
9999999,NON STOCKER-NON STOCKER--NON STOCKER--,105,CIGARETTE,NON STOCKER,NON STOCKER,,,,0,,,
99762748,MEVIUS ORIGINAL BLUE-MEVIUS-FULL FLAVOUR-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,JT INTERNATIONAL - SA,MEVIUS ORIGINAL BLUE,HL,FULL FLAVOUR,,20,NO,20,202112
99763640,ESSE LIGHTS-ESSE-FULL FLAVOUR-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,KT&G-KOREA,ESSE LIGHTS,HL,FULL FLAVOUR,,20,NO,20,202205
99763869,NAULO BURST-NAULO-FRESH-HL 20'S-KS REGULAR-MID-PRICE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,NAULO BURST,HL,FRESH,,20,NO,20,202207
99763983,SHAAN FILTER-SHAAN-FULL FLAVOUR-HL 20'S-KS SLIM-VALUE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SHAAN FILTER,HL,FULL FLAVOUR,,20,NO,20,202208
99764027,PASSION MINT-PASSION-FRESH-HL 20'S-KS REGULAR-MID-PRICE,105,CIGARETTE,PERFECT BLENDS PVT LTD,PASSION MINT,HL,FRESH,,20,NO,20,202208
99764933,SAHARA FILTER PUNCH-SAHARA-FRESH-HL 20'S-KS SLIM-VALUE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,SAHARA FILTER PUNCH,HL,FRESH,,20,NO,20,202304
99764945,WINNER SPECIAL FILTER-WINNER-FULL FLAVOUR-SC 20'S-KS SLIM-VALUE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,WINNER SPECIAL FILTER,SC,FULL FLAVOUR,,20,NO,20,202304
99765086,ACTION LIGHTS-ACTION-LIGHT-HL 20'S-KS REGULAR-VALUE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,ACTION LIGHTS,HL,LIGHT,,20,NO,20,202309
99765090,SURYA DUAL BURST-SURYA-FRESH-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SURYA DUAL BURST,HL,FRESH,,20,NO,20,202309
99765136,L.A MENTHOL-L.A-KRETEK-HL 16'S-KS REGULAR-PREMIUM,105,CIGARETTE,PT DJARUM KUDUS-INDONESIA,L.A MENTHOL,HL,KRETEK,,16,NO,16,202402
99765139,GORKHA FILTER-GORKHA-FULL FLAVOUR-HL 20'S-KS SLIM-VALUE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,GORKHA FILTER,HL,FULL FLAVOUR,,20,NO,20,202403
99765156,MAYALU FILTER-MAYALU-FULL FLAVOUR-HL 20'S-KS SLIM-VALUE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,MAYALU FILTER,HL,FULL FLAVOUR,,20,NO,20,202404
99765165,STRIKER SPICE RUSH-STRIKER-FRESH-HL 20'S-KS SLIM-VALUE,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,STRIKER SPICE RUSH,HL,FRESH,,20,NO,20,202404
99765319,MARLBORO GOLD ADVANCE-MARLBORO-FULL FLAVOUR-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,PT PHILIP MORRIS-INDONESIA,MARLBORO GOLD ADVANCE,HL,FULL FLAVOUR,,20,NO,20,202411
99765321,SURYA FUSION-SURYA-FULL FLAVOUR-HL 20'S-KS REGULAR-PREMIUM,105,CIGARETTE,SURYA NEPAL PVT LTD - NEPAL,SURYA FUSION,HL,FULL FLAVOUR,,20,NO,20,202412
99765328,CAPTAIN GOLD FILTER KINGS-CAPTAIN-FULL FLAVOUR-HL 20'S-LONG REGULAR-MID-PRICE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,CAPTAIN GOLD FILTER KINGS,HL,FULL FLAVOUR,,20,NO,20,202412
99765334,CAMEL CONNECT ORIGINAL-CAMEL CONNECT-FULL FLAVOUR-HL 20'S-KS REGULAR-MID-PRICE,105,CIGARETTE,JT INTERNATIONAL - SA,CAMEL CONNECT ORIGINAL,HL,FULL FLAVOUR,,20,NO,20,202501
99765335,CAMEL CONNECT MINT CRUSH-CAMEL CONNECT-FRESH-HL 20'S-KS REGULAR-MID-PRICE,105,CIGARETTE,JT INTERNATIONAL - SA,CAMEL CONNECT MINT CRUSH,HL,FRESH,,20,NO,20,202501
99765387,NEPAL GOLD FLAKE PREMIUM FILTER-NEPAL GOLD FLAKE-FULL FLAVOUR-HL 20'S-KS SLIM-VALUE,105,CIGARETTE,GORKHA LAHARI PVT.LTD.- NEPAL,NEPAL GOLD FLAKE PREMIUM FILTER,HL,FULL FLAVOUR,,20,NO,20,202504
99765448,ESSE CHANGE-ESSE-FRESH-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,KT&G-KOREA,ESSE CHANGE,HL,FRESH,,20,NO,20,202506
99765449,ESSE MENTHOL-ESSE-FRESH-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,KT&G-KOREA,ESSE MENTHOL,HL,FRESH,,20,NO,20,202506
99765450,ESSE BLUE-ESSE-LIGHT-HL 20'S-LONG SS-PREMIUM,105,CIGARETTE,KT&G-KOREA,ESSE BLUE,HL,LIGHT,,20,NO,20,202506
99765451,ESSE CHANGE W MINI-ESSE-FRESH-HL 20'S-KS SLIM-PREMIUM,105,CIGARETTE,KT&G-KOREA,ESSE CHANGE W MINI,HL,FRESH,,20,NO,20,202506
20110052,7 UP-LEMON-RGB 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,7 UP,RGB,LEMON,,250,ML,250.000 ML,0
20110008,COCA-COLA-COLA-RGB 250 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,COCA-COLA,RGB,COLA,,250,ML,250.000 ML,0
20110009,FANTA ORANGE-ORANGE-ORANGE RGB 250 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,FANTA ORANGE,RGB,ORANGE,,250,ML,250.000 ML,0
20110045,MIRINDA ORANGE-ORANGE-ORANGE PET 1500 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MIRINDA ORANGE,PET,ORANGE,,1500,ML,1500.000 ML,0
20110050,PEPSI-COLA-PET 500 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,PEPSI,PET,COLA,,500,ML,500.000 ML,0
20110101,PEPSI-COLA-PET 1500 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,PEPSI,PET,COLA,,1500,ML,1500.000 ML,0
20110010,SPRITE-LEMON-RGB 250 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,SPRITE,RGB,LEMON,,250,ML,250.000 ML,0
20110066,TEEM-SODA-SODA RGB 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,TEEM,RGB,SODA,,250,ML,250.000 ML,0
20110105,COCA-COLA-COLA-PET 1500 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,COCA-COLA,PET,COLA,,1500,ML,1500.000 ML,200006
20110118,LEHAR-SODA-SODA PET 500 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,LEHAR,PET,SODA,,500,ML,500.000 ML,200008
20110120,MIRINDA ORANGE-ORANGE-ORANGE PET 500 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MIRINDA ORANGE,PET,ORANGE,,500,ML,500.000 ML,200008
20180002,MIRINDA ORANGE-ORANGE-ORANGE PET 2000 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MIRINDA ORANGE,PET,ORANGE,,2000,ML,2000.000 ML,200008
20110132,MIRINDA ORANGE-ORANGE-ORANGE RGB 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MIRINDA ORANGE,RGB,ORANGE,,250,ML,250.000 ML,200104
20110131,PEPSI-COLA-RGB 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,PEPSI,RGB,COLA,,250,ML,250.000 ML,200104
20110138,FANTA ORANGE-ORANGE-ORANGE PET 1500 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,FANTA ORANGE,PET,ORANGE,,1500,ML,1500.000 ML,200109
20110178,PEPSI-COLA-PET 2000 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,PEPSI,PET,COLA,,2000,ML,2000.000 ML,200111
20110185,SPRITE-LEMON-PET 1500 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,SPRITE,PET,LEMON,,1500,ML,1500.000 ML,200111
20110199,COCA-COLA-COLA-PET 500 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,COCA-COLA,PET,COLA,,500,ML,500.000 ML,200205
20110200,FANTA ORANGE-ORANGE-ORANGE PET 500 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,FANTA ORANGE,PET,ORANGE,,500,ML,500.000 ML,200205
20110202,PEPSI AHA-COLA-PET 1500 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,PEPSI AHA,PET,COLA,,1500,ML,1500.000 ML,200207
20110201,SPRITE-LEMON-PET 500 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,SPRITE,PET,LEMON,,500,ML,500.000 ML,200211
20110234,KINLEY-SODA-SODA PET 500 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,KINLEY,PET,SODA,,500,ML,500.000 ML,200303
20110236,MOUNTAIN DEW-LEMON-PET 500 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,PET,LEMON,,500,ML,500.000 ML,200303
20110254,MOUNTAIN DEW-LEMON-PET 1500 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,PET,LEMON,,1500,ML,1500.000 ML,200309
20110264,MOUNTAIN DEW-LEMON-PET 2000 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,PET,LEMON,,2000,ML,2000.000 ML,200311
20110266,COCA-COLA-COLA-PET 2250 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,COCA-COLA,PET,COLA,,2250,ML,2250.000 ML,200406
20110294,COCA-COLA-COLA-PET 2000 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,COCA-COLA,PET,COLA,,2000,ML,2000.000 ML,200505
20110295,FANTA ORANGE-ORANGE-ORANGE PET 2000 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,FANTA ORANGE,PET,ORANGE,,2000,ML,2000.000 ML,200505
20110296,MIRINDA ORANGE-ORANGE-ORANGE PET 1000 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MIRINDA ORANGE,PET,ORANGE,,1000,ML,1000.000 ML,200505
20110297,PEPSI-COLA-PET 1000 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,PEPSI,PET,COLA,,1000,ML,1000.000 ML,200505
20110312,MOUNTAIN DEW-LEMON-PET 1000 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,PET,LEMON,,1000,ML,1000.000 ML,200508
20110332,DIET PEPSI-COLA-PET 500 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,DIET PEPSI,PET,COLA,,500,ML,500.000 ML,200607
20110349,APPY FIZZ APPLE-APPLE-APPLE PET 500 ML,118,SOFT DRINKS-NP,DUGAR FOOD & BEVERAGE-NEPAL,APPY FIZZ APPLE,PET,APPLE,,500,ML,500.000 ML,200609
20110362,7 UP-LEMON-PET 2000 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,7 UP,PET,LEMON,,2000,ML,2000.000 ML,200703
20110363,SPRITE-LEMON-PET 2000 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,SPRITE,PET,LEMON,,2000,ML,2000.000 ML,200703
20110379,7 UP-LEMON-PET 600 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,7 UP,PET,LEMON,,600,ML,600.000 ML,200705
20110381,LEHAR-SODA-SODA PET 600 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,LEHAR,PET,SODA,,600,ML,600.000 ML,200705
20110364,MIRINDA ORANGE-ORANGE-ORANGE PET 600 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MIRINDA ORANGE,PET,ORANGE,,600,ML,600.000 ML,200705
20110378,MOUNTAIN DEW-LEMON-PET 600 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,PET,LEMON,,600,ML,600.000 ML,200705
20110380,MOUNTAIN DEW-LEMON-RGB 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,RGB,LEMON,,250,ML,250.000 ML,200705
20110365,PEPSI-COLA-PET 600 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,PEPSI,PET,COLA,,600,ML,600.000 ML,200705
20110432,MIRINDA ORANGE-ORANGE-ORANGE PET 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MIRINDA ORANGE,PET,ORANGE,,250,ML,250.000 ML,200803
20110433,PEPSI-COLA-PET 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,PEPSI,PET,COLA,,250,ML,250.000 ML,200803
20110436,MOUNTAIN DEW-LEMON-PET 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,PET,LEMON,,250,ML,250.000 ML,200806
20110462,KINLEY-SODA-SODA RGB 200 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,KINLEY,RGB,SODA,,200,ML,200.000 ML,200808
20110486,MIRINDA ORANGE-ORANGE-ORANGE CAN 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MIRINDA ORANGE,CAN,ORANGE,,250,ML,250.000 ML,200812
20110487,MOUNTAIN DEW-LEMON-CAN 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,MOUNTAIN DEW,CAN,LEMON,,250,ML,250.000 ML,200812
20110488,PEPSI-COLA-CAN 250 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,PEPSI,CAN,COLA,,250,ML,250.000 ML,200812
20120304,7 UP-LEMON-PET 1000 ML,118,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,7 UP,PET,LEMON,,1000,ML,1000.000 ML,201106
20120379,KINLEY-SODA-SODA RGB 250 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,KINLEY,RGB,SODA,,250,ML,250.000 ML,201108
20120417,FANTA ORANGE-ORANGE-ORANGE PET 2250 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,FANTA ORANGE,PET,ORANGE,,2250,ML,2250.000 ML,201109
20120418,SPRITE-LEMON-PET 2250 ML,118,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,SPRITE,PET,LEMON,,2250,ML,2250.000 ML,201109
20120944,COCA-COLA-COLA-PET 2000 ML,118,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,COCA-COLA,PET,COLA,,2000,ML,2000.000 ML,201207
20120945,COCA-COLA-COLA-PET 1250 ML,118,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,COCA-COLA,PET,COLA,,1250,ML,1250.000 ML,201207
20120950,COCA-COLA-COLA-PET 600 ML,118,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,COCA-COLA,PET,COLA,,600,ML,600.000 ML,201207
20120946,FANTA ORANGE-ORANGE-ORANGE PET 2000 ML,118,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,FANTA ORANGE,PET,ORANGE,,2000,ML,2000.000 ML,201207
20120947,FANTA ORANGE-ORANGE-ORANGE PET 1250 ML,118,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,FANTA ORANGE,PET,ORANGE,,1250,ML,1250.000 ML,201207
20120951,FANTA ORANGE-ORANGE-ORANGE PET 600 ML,118,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,FANTA ORANGE,PET,ORANGE,,600,ML,600.000 ML,201207
20120948,SPRITE-LEMON-PET 2000 ML,118,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,SPRITE,PET,LEMON,,2000,ML,2000.000 ML,201207
20120949,SPRITE-LEMON-PET 1250 ML,118,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,SPRITE,PET,LEMON,,1250,ML,1250.000 ML,201207
