itemcode,itemdesc,catcode,category,company,brand,packaging,flavor,color,qty,uomdesc,pack_size,launchdate
20125282,MOH MANGO DRINK-MANGO-MANGO CAN 240 ML,134,SOFT DRINKS-NP,TULYA BEVERAGE PVT LTD-INDIA,MOH MANGO DRINK,CAN,MANGO,,240,ML,240.000 ML,201511
20125283,MOH PINEAPPLE DRINK-PINEAPPLE-PINEAPPLE CAN 240 ML,134,SOFT DRINKS-NP,TULYA BEVERAGE PVT LTD-INDIA,MOH PINEAPPLE DRINK,CAN,PINEAPPLE,,240,ML,240.000 ML,201511
40125295,SPRINGLEY--JAR 20000 ML,134,SOFT DRINKS-NP,NEPAL HIMALAYAN BEVRG P LTD-NP,SPRINGLEY,JAR,,,20000,ML,20000.000 ML,201511
40125308,WAVE--JAR 20000 ML,134,SOFT DRINKS-NP,ANNAPURNA SPRNG & BVRAGES-NPL,WAVE,JAR,,,20000,ML,20000.000 ML,201511
40125344,AQUA HIM SHIKHAR--JAR 20000 ML,134,SOFT DRINKS-NP,A & B BEVERAGE INDUSTRIES-NEPAL,AQUA HIM SHIKHAR,JAR,,,20000,ML,20000.000 ML,201512
20125377,RIO 7 FRUITS & GLUCOSE-MIXED FRUIT-7 FRUITS & GLUCOSE TPK 200 ML,134,SOFT DRINKS-NP,CHAUDHARY GROUP - NEPAL,RIO 7 FRUITS & GLUCOSE,TPK,MIXED FRUIT,,200,ML,200.000 ML,201512
20125480,MAAZA-MANGO-MANGO PET 1750 ML,134,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,MAAZA,PET,MANGO,,1750,ML,1750.000 ML,201601
20125446,XL--CAN 250 ML,134,SOFT DRINKS-NP,IMPORTED-IMPORTED,XL,CAN,,,250,ML,250.000 ML,201601
40125632,RAINDROP--PET 1000 ML,134,SOFT DRINKS-NP,FISHTAIL BEVERAGE-NEPAL,RAINDROP,PET,,,1000,ML,1000.000 ML,201603
40125636,SAHAKARI JAL--PET 1000 ML,134,SOFT DRINKS-NP,SAHABHAGITA WATER&BEVERAGE-NP,SAHAKARI JAL,PET,,,1000,ML,1000.000 ML,201603
20125723,PULPY-MANGO-MANGO PET 150 ML,134,SOFT DRINKS-NP,UNITED BEVERAGE PVT LTD-NEPAL,PULPY,PET,MANGO,,150,ML,150.000 ML,201604
40125778,IMAGE--PET 1000 ML,134,SOFT DRINKS-NP,TRINITY NATURAL RESURC P LT-NP,IMAGE,PET,,,1000,ML,1000.000 ML,201605
20125787,MANGO SIP-MANGO-PET 250 ML,134,SOFT DRINKS-NP,EVEREST FOOD & BEVERAGE-NEPAL,MANGO SIP,PET,MANGO,,250,ML,250.000 ML,201605
40125793,NEW AQUA WATER KING--PET 1000 ML,134,SOFT DRINKS-NP,AQUA WATER KING PVT LTD-NP,NEW AQUA WATER KING,PET,,,1000,ML,1000.000 ML,201605
40125796,POONAM--PET 1000 ML,134,SOFT DRINKS-NP,POONAM WATER UDHYOG-NEPAL,POONAM,PET,,,1000,ML,1000.000 ML,201605
40125855,DHAMPUS--JAR 20000 ML,134,SOFT DRINKS-NP,DHAMPUS SPRING WATER-NEPAL,DHAMPUS,JAR,,,20000,ML,20000.000 ML,201606
20125862,FROOTINA-MANGO-MANGO PET 250 ML,134,SOFT DRINKS-NP,HASHEM FOODS LTD-BANGLADESH,FROOTINA,PET,MANGO,,250,ML,250.000 ML,201606
20125863,FROOTINA-MANGO-MANGO PET 500 ML,134,SOFT DRINKS-NP,HASHEM FOODS LTD-BANGLADESH,FROOTINA,PET,MANGO,,500,ML,500.000 ML,201606
40125885,PRASID--PET 1000 ML,134,SOFT DRINKS-NP,PRASIDHA WATER INDUSTRIES-NP,PRASID,PET,,,1000,ML,1000.000 ML,201606
20125937,REAL BURRST-GUAVA-GUAVA TPK 1000 ML,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL BURRST,TPK,GUAVA,,1000,ML,1000.000 ML,201606
40125948,AMBAR DHARA--PET 1000 ML,134,SOFT DRINKS-NP,SHREE JAL INDUSTRIES-NEPAL,AMBAR DHARA,PET,,,1000,ML,1000.000 ML,201607
40125965,JAY SHREE--PET 1000 ML,134,SOFT DRINKS-NP,OM SUDDHA KHANE PANI UDHYOG-NP,JAY SHREE,PET,,,1000,ML,1000.000 ML,201607
40125976,METROMINT--PET 1000 ML,134,SOFT DRINKS-NP,D.S POLY TECHNIK PVT LTD-NP,METROMINT,PET,,,1000,ML,1000.000 ML,201607
20126051,MINUTE MAID-MIXED FRUIT-MIXED FRUIT TPK 1000 ML,134,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,MINUTE MAID,TPK,MIXED FRUIT,,1000,ML,1000.000 ML,201607
20125985,PRAN-CRANBERRY-CRANBERRY TPK 1000 ML,134,SOFT DRINKS-NP,THE AGRI. MKT. - BNGLADESH,PRAN,TPK,CRANBERRY,,1000,ML,1000.000 ML,201607
20125986,PULPY-MANGO-MANGO PET 500 ML,134,SOFT DRINKS-NP,UNITED BEVERAGE PVT LTD-NEPAL,PULPY,PET,MANGO,,500,ML,500.000 ML,201607
20125989,SAJEEB-LYCHEE-LYCHEE PET 170 ML,134,SOFT DRINKS-NP,HASHEM FOODS LTD-BANGLADESH,SAJEEB,PET,LYCHEE,,170,ML,170.000 ML,201607
40126104,BETANA--PET 1000 ML,134,SOFT DRINKS-NP,BETANA PURE DRINKING WATER-NPL,BETANA,PET,,,1000,ML,1000.000 ML,201608
40126107,CHISO PANI--PET 1000 ML,134,SOFT DRINKS-NP,MAHADEV WATER INDUSTRIES-NEPAL,CHISO PANI,PET,,,1000,ML,1000.000 ML,201608
20126298,REAL BURRST-POMEGRANATE-POMEGRANATE TPK 1000 ML,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL BURRST,TPK,POMEGRANATE,,1000,ML,1000.000 ML,201608
40126489,DHAMPUS--PET 1000 ML,134,SOFT DRINKS-NP,DHAMPUS SPRING WATER-NEPAL,DHAMPUS,PET,,,1000,ML,1000.000 ML,201609
40126506,HIM GANGA--PET 1000 ML,134,SOFT DRINKS-NP,PURBI BYAPAR PVT LTD-NP,HIM GANGA,PET,,,1000,ML,1000.000 ML,201609
40126628,KINLEY--PET 500 ML,134,SOFT DRINKS-NP,BOTTLERS NEPAL - NEPAL,KINLEY,PET,,,500,ML,500.000 ML,201609
40126648,CHHIMKESHWORI--PET 1000 ML,134,SOFT DRINKS-NP,SURAJ MINERAL WATER-NEPAL,CHHIMKESHWORI,PET,,,1000,ML,1000.000 ML,201610
40126653,DEW DROPS--PET 1000 ML,134,SOFT DRINKS-NP,BHATTARAI BROTHERS BEVERAGE-NEPAL,DEW DROPS,PET,,,1000,ML,1000.000 ML,201610
20126673,LITCHI SIP-LYCHEE-PET 170 ML,134,SOFT DRINKS-NP,EVEREST FOOD & BEVERAGE-NEPAL,LITCHI SIP,PET,LYCHEE,,170,ML,170.000 ML,201610
20126692,PERNA-LYCHEE-LYCHEE PET 170 ML,134,SOFT DRINKS-NP,SPRING FOOD & BEVERAGE-NEPAL,PERNA,PET,LYCHEE,,170,ML,170.000 ML,201610
40126693,PIONEER--PET 1000 ML,134,SOFT DRINKS-NP,EVEREST HYGIENE INDUSTRIES-NPL,PIONEER,PET,,,1000,ML,1000.000 ML,201610
20126696,REAL ACTIV-MIXED FRUIT-MIXED FRUIT JUICE  TPK 1000 ML,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL ACTIV,TPK,MIXED FRUIT,,1000,ML,1000.000 ML,201610
40126756,AADI NEER--PET 1000 ML,134,SOFT DRINKS-NP,BIRAT GANGA PET&BEVRAGE LTD-NP,AADI NEER,PET,,,1000,ML,1000.000 ML,201611
40126869,AQUA 67--PET 1000 ML,134,SOFT DRINKS-NP,PCHLI BHRB PNI PRSHDN UDYG-NPL,AQUA 67,PET,,,1000,ML,1000.000 ML,201612
40127115,SURYADEV--PET 1000 ML,134,SOFT DRINKS-NP,SUKLA GANDAKI DRINKNG WATER-NP,SURYADEV,PET,,,1000,ML,1000.000 ML,201702
40127203,COOL--PET 1000 ML,134,SOFT DRINKS-NP,EVEREST FOOD & BEVERAGE-NEPAL,COOL,PET,,,1000,ML,1000.000 ML,201703
20127232,PULPY-LYCHEE-LITCHI PET 150 ML,134,SOFT DRINKS-NP,UNITED BEVERAGE PVT LTD-NEPAL,PULPY,PET,LYCHEE,,150,ML,150.000 ML,201703
40127242,SURYA DARSHAN--PET 1000 ML,134,SOFT DRINKS-NP,SURYA AMRIT JAL UDHYOG-NEPAL,SURYA DARSHAN,PET,,,1000,ML,1000.000 ML,201703
40127248,TRISHNA--PET 1000 ML,134,SOFT DRINKS-NP,HMN FOOD &BEVERAGE INDUSTRS-NP,TRISHNA,PET,,,1000,ML,1000.000 ML,201703
40127324,AQUA MERRY--PET 1000 ML,134,SOFT DRINKS-NP,DURGA BHAWANI MINERAL & BEV-NP,AQUA MERRY,PET,,,1000,ML,1000.000 ML,201704
40127325,AQUA OKHRAINI--PET 1000 ML,134,SOFT DRINKS-NP,GAURI SHANKAR MINERAL WATER-NP,AQUA OKHRAINI,PET,,,1000,ML,1000.000 ML,201704
40127326,AROMA--PET 1000 ML,134,SOFT DRINKS-NP,TRUE SOLUTION PVT LTD-NEPAL,AROMA,PET,,,1000,ML,1000.000 ML,201704
20127382,PRAN-MANGO-MANGO TPK 250 ML,134,SOFT DRINKS-NP,THE AGRI. MKT. - BNGLADESH,PRAN,TPK,MANGO,,250,ML,250.000 ML,201704
40127463,AQUA 77--PET 1000 ML,134,SOFT DRINKS-NP,AQUATIC INDUSTRIES PVT LTD-NP,AQUA 77,PET,,,1000,ML,1000.000 ML,201705
40127464,AQUA EVER GREEN--PET 1000 ML,134,SOFT DRINKS-NP,EVER GREEN DRINKING WATER-NP,AQUA EVER GREEN,PET,,,1000,ML,1000.000 ML,201705
20127491,PRAN-MIXED FRUIT-FRUIT COCKTAIL TPK 250 ML,134,SOFT DRINKS-NP,THE AGRI. MKT. - BNGLADESH,PRAN,TPK,MIXED FRUIT,,250,ML,250.000 ML,201705
20127492,PRAN-GUAVA-GUAVA TPK 250 ML,134,SOFT DRINKS-NP,THE AGRI. MKT. - BNGLADESH,PRAN,TPK,GUAVA,,250,ML,250.000 ML,201705
20127493,PRAN-PINEAPPLE-PINEAPPLE TPK 250 ML,134,SOFT DRINKS-NP,THE AGRI. MKT. - BNGLADESH,PRAN,TPK,PINEAPPLE,,250,ML,250.000 ML,201705
20127601,PRAN-LYCHEE-LITCHI TPK 1000 ML,134,SOFT DRINKS-NP,THE AGRI. MKT. - BNGLADESH,PRAN,TPK,LYCHEE,,1000,ML,1000.000 ML,201705
20127497,REAL BURRST-PINEAPPLE-PINEAPPLE TPK 1000 ML,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL BURRST,TPK,PINEAPPLE,,1000,ML,1000.000 ML,201705
40127602,SPA DROP--PET 1000 ML,134,SOFT DRINKS-NP,SAFFRON KHANE PANI UDHYOG-NPL,SPA DROP,PET,,,1000,ML,1000.000 ML,201705
40127618,GAUMUKHI--PET 1000 ML,134,SOFT DRINKS-NP,GAUMUKHI GANGA JAL LTD-NEPAL,GAUMUKHI,PET,,,1000,ML,1000.000 ML,201706
40127626,INDIRA JAL--PET 1000 ML,134,SOFT DRINKS-NP,INDIRA JALSAH PANI UDHYOG-NP,INDIRA JAL,PET,,,1000,ML,1000.000 ML,201706
20127644,PRAN-LYCHEE-LITCHI TPK 150 ML,134,SOFT DRINKS-NP,THE AGRI. MKT. - BNGLADESH,PRAN,TPK,LYCHEE,,150,ML,150.000 ML,201706
45571,AQUA ICE--PET 1000 ML,134,SOFT DRINKS-NP,NILBARAHI FOOD & BEVERAGE-NPL,AQUA ICE,PET,,,1000,ML,1000.000 ML,201707
45550,AQUA MILD--JAR 20000 ML,134,SOFT DRINKS-NP,MOON LIGHT SPRING MNRL WTR-NPL,AQUA MILD,JAR,,,20000,ML,20000.000 ML,201707
45570,AQUA MINOWA--JAR 19000 ML,134,SOFT DRINKS-NP,ALL STATE BEVERAGE-NEPAL,AQUA MINOWA,JAR,,,19000,ML,19000.000 ML,201707
45553,AQUA PRATIK--PET 1000 ML,134,SOFT DRINKS-NP,AQUA STAR MINERAL WTR UDYG-NPL,AQUA PRATIK,PET,,,1000,ML,1000.000 ML,201707
45572,DHARANE--PET 1000 ML,134,SOFT DRINKS-NP,EASY RIDERS DHARAN DRKN WTR-NP,DHARANE,PET,,,1000,ML,1000.000 ML,201707
45564,ESTEEM--JAR 20000 ML,134,SOFT DRINKS-NP,OCEAN DRINKING WATER IND-NEPAL,ESTEEM,JAR,,,20000,ML,20000.000 ML,201707
45567,GALAXY--PET 1000 ML,134,SOFT DRINKS-NP,UNIVERSAL DRINKNG WATR INDS-NP,GALAXY,PET,,,1000,ML,1000.000 ML,201707
45551,LAKECITY--PET 1000 ML,134,SOFT DRINKS-NP,LEKHANATH FOOD BEVERAGE- NEPAL,LAKECITY,PET,,,1000,ML,1000.000 ML,201707
45562,LEADER--PET 1000 ML,134,SOFT DRINKS-NP,MEGA FOODS & BEVERAGE-NEPAL,LEADER,PET,,,1000,ML,1000.000 ML,201707
45557,MUKTINATH JAL--PET 1000 ML,134,SOFT DRINKS-NP,MUKTINATH EKSAYA AT DRA SDA PN,MUKTINATH JAL,PET,,,1000,ML,1000.000 ML,201707
45475,NATURAL-POMEGRANATE-POMEGRANATE PET 1000 ML,134,SOFT DRINKS-NP,PJ NATURAL FOOD - MALASIYA,NATURAL,PET,POMEGRANATE,,1000,ML,1000.000 ML,201707
45563,SEETAL JAL--JAR 20000 ML,134,SOFT DRINKS-NP,SEETAL JAL UDHYOG-NEPAL,SEETAL JAL,JAR,,,20000,ML,20000.000 ML,201707
45552,STAR--PET 1000 ML,134,SOFT DRINKS-NP,STAR WATER INDUSTRIES NEPAL,STAR,PET,,,1000,ML,1000.000 ML,201707
45566,VOLCAN--PET 1000 ML,134,SOFT DRINKS-NP,A & B BEVERAGE INDUSTRIES-NEPAL,VOLCAN,PET,,,1000,ML,1000.000 ML,201707
46454,AQUA PARROHA--PET 1000 ML,134,SOFT DRINKS-NP,SIDDHABABA WATER INDS-NEPAL,AQUA PARROHA,PET,,,1000,ML,1000.000 ML,201708
46441,AQUALIS--JAR 19000 ML,134,SOFT DRINKS-NP,BUDHANILKANTHA BEVRGE PROD-NPL,AQUALIS,JAR,,,19000,ML,19000.000 ML,201708
46447,CEREMONY--PET 1000 ML,134,SOFT DRINKS-NP,RAHUL DRINKING WATER-NEPAL,CEREMONY,PET,,,1000,ML,1000.000 ML,201708
46056,CRYSTAL--PET 1000 ML,134,SOFT DRINKS-NP,MNK SPRING WATER-NEPAL,CRYSTAL,PET,,,1000,ML,1000.000 ML,201708
46419,FRUIT JUMP-MANGO-MANGO TPK 200 ML,134,SOFT DRINKS-NP,FRUIT JUMP - INDIA,FRUIT JUMP,TPK,MANGO,,200,ML,200.000 ML,201708
46058,GORKHALI--PET 1000 ML,134,SOFT DRINKS-NP,G3 BEVERAGE PVT LTD-NEPAL,GORKHALI,PET,,,1000,ML,1000.000 ML,201708
46455,LIFE--JAR 19000 ML,134,SOFT DRINKS-NP,LIFE MINERAL WATER P LTD-NEPAL,LIFE,JAR,,,19000,ML,19000.000 ML,201708
46054,PREETI-LYCHEE-LITCHI PET 150 ML+20 ML FREE,134,SOFT DRINKS-NP,SPRING FOOD & BEVERAGE-NEPAL,PREETI,PET,LYCHEE,,170,ML,150.000 ML,201708
46387,REAL BURRST-MIXED FRUIT-MIXED FRUIT TPK 1000 ML+SAV RS20,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL BURRST,TPK,MIXED FRUIT,,1000,ML,1000.000 ML,201708
46053,SHAAD-LYCHEE-LITCHI PET 170 ML,134,SOFT DRINKS-NP,ABUL KHAIR CNDNSD MLK & BEV-BD,SHAAD,PET,LYCHEE,,170,ML,170.000 ML,201708
46444,UGRATARA--JAR 20000 ML,134,SOFT DRINKS-NP,MITRA WATER INDUSTRIES -NEPAL,UGRATARA,JAR,,,20000,ML,20000.000 ML,201708
46579,AMRIT JAL--PET 1000 ML,134,SOFT DRINKS-NP,AMRIT DRINKING WATR UDHYG-NPL,AMRIT JAL,PET,,,1000,ML,1000.000 ML,201709
46731,AQUA BELINE--PET 1000 ML,134,SOFT DRINKS-NP,BIPASHA AQUA INDUSTRIES-NEPAL,AQUA BELINE,PET,,,1000,ML,1000.000 ML,201709
46577,AQUA DEDILA--PET 1000 ML,134,SOFT DRINKS-NP,ECO POLYPACK INDUSTRIES-NEPAL,AQUA DEDILA,PET,,,1000,ML,1000.000 ML,201709
46888,AQUA HERO--PET 1000 ML,134,SOFT DRINKS-NP,AMA PRATIBHA UDYOG-NEPAL,AQUA HERO,PET,,,1000,ML,1000.000 ML,201709
46897,AQUA SANJIVANI--JAR 20000 ML,134,SOFT DRINKS-NP,AQUA SANJIVANI WATR PURFCTN-NP,AQUA SANJIVANI,JAR,,,20000,ML,20000.000 ML,201709
46576,CHAKRA-ALMOND-BADAM DRINK CAN 180 ML,134,SOFT DRINKS-NP,TULYA BEVERAGE PVT LTD-INDIA,CHAKRA,CAN,ALMOND,,180,ML,180.000 ML,201709
46894,HYGEN MANIA-MANGO-MANGO TPK 200 ML,134,SOFT DRINKS-NP,HYGEN PACKS-INDIA,HYGEN MANIA,TPK,MANGO,,200,ML,200.000 ML,201709
46692,KEMPTY MANGO PUNCH-MANGO-MANGO TPK 200 ML,134,SOFT DRINKS-NP,PRAGATI CHEMICAL-INDIA,KEMPTY MANGO PUNCH,TPK,MANGO,,200,ML,200.000 ML,201709
46697,OCEAN--PET 1000 ML,134,SOFT DRINKS-NP,KAILALI WATER INDUSTRY-NEPAL,OCEAN,PET,,,1000,ML,1000.000 ML,201709
46575,PROME-LYCHEE-LYCHEE PET 170 ML,134,SOFT DRINKS-NP,PROME AGRO FOOD LTD-BANGLEDESH,PROME,PET,LYCHEE,,170,ML,170.000 ML,201709
46890,PURE LIFE--PET 1000 ML,134,SOFT DRINKS-NP,DEVI PATHIVARA INDUSTRIES-NEPL,PURE LIFE,PET,,,1000,ML,1000.000 ML,201709
46574,RED BULL--CAN 250 ML,134,SOFT DRINKS-NP,RAUCH FRUCHSAFTE GMBH-AUSTRIA,RED BULL,CAN,,,250,ML,250.000 ML,201709
46892,SUBHAKAMANA JAL--PET 1000 ML,134,SOFT DRINKS-NP,JAYSHREE BALAJI PANI UDYG-NPL,SUBHAKAMANA JAL,PET,,,1000,ML,1000.000 ML,201709
47049,AMUL KOOL-ALMOND-BADAM SNAKER CAN 200 ML,134,SOFT DRINKS-NP,GUJARAT CO-OPERTV MILK MKTNG,AMUL KOOL,CAN,ALMOND,,200,ML,200.000 ML,201710
47213,AQUA DROP--PET 1000 ML,134,SOFT DRINKS-NP,SUBLINE BEVERAGE INDS-NEPAL,AQUA DROP,PET,,,1000,ML,1000.000 ML,201710
46934,AQUA HEALTH CARE--PET 1000 ML,134,SOFT DRINKS-NP,MOUNT EVEREST DRNKNG WTR -NPL,AQUA HEALTH CARE,PET,,,1000,ML,1000.000 ML,201710
46936,AQUA RB--JAR 20000 ML,134,SOFT DRINKS-NP,BARAL KHANE PANI SEWA-NEPAL,AQUA RB,JAR,,,20000,ML,20000.000 ML,201710
47048,GO-ALMOND-REAL BADAM MILK CAN 180 ML,134,SOFT DRINKS-NP,PARAG MILK FOOD-INDIA,GO,CAN,ALMOND,,180,ML,180.000 ML,201710
47212,KLAN--PET 1000 ML,134,SOFT DRINKS-NP,KLAN AQUA INDUSTRIES-NEPAL,KLAN,PET,,,1000,ML,1000.000 ML,201710
47047,KTM-ALMOND-BADAM DRINK CAN 180 ML,134,SOFT DRINKS-NP,TULYA BEVERAGE PVT LTD-INDIA,KTM,CAN,ALMOND,,180,ML,180.000 ML,201710
47283,AQUA DROP--PET 1000 ML,134,SOFT DRINKS-NP,DHAULAGIRI WATER INDUS-NEPAL,AQUA DROP,PET,,,1000,ML,1000.000 ML,201711
47430,AQUA MMW--PET 1000 ML,134,SOFT DRINKS-NP,MARCHAWAR MINERAL WATER-NEPAL,AQUA MMW,PET,,,1000,ML,1000.000 ML,201711
47280,GOKUL-ALMOND-BADAM DRINK CAN 180 ML WT KESAR,134,SOFT DRINKS-NP,TULYA BEVERAGE PVT LTD-INDIA,GOKUL,CAN,ALMOND,,180,ML,180.000 ML,201711
47579,GOODLIFE-MANGO-MANGO TPK 200 ML,134,SOFT DRINKS-NP,GOODLIFE BEVERAGE-NEPAL,GOODLIFE,TPK,MANGO,,200,ML,200.000 ML,201711
47282,GORKHALI--JAR 19000 ML,134,SOFT DRINKS-NP,G3 BEVERAGE PVT LTD-NEPAL,GORKHALI,JAR,,,19000,ML,19000.000 ML,201711
47394,GURU--PET 1000 ML,134,SOFT DRINKS-NP,GURU DRINKING WATER-NEPAL,GURU,PET,,,1000,ML,1000.000 ML,201711
47250,ICELAND DROP--PET 1000 ML,134,SOFT DRINKS-NP,ICELAND DROP-NEPAL,ICELAND DROP,PET,,,1000,ML,1000.000 ML,201711
47387,JOHN FARMER-POMEGRANATE-POMEGRANATE CAN 250 ML,134,SOFT DRINKS-NP,RITA FOODS & DRINK CO LTD-VTNM,JOHN FARMER,CAN,POMEGRANATE,,250,ML,250.000 ML,201711
47428,LIFE CARE--PET 1000 ML,134,SOFT DRINKS-NP,PRAKASH BEVERAGE-NEPAL,LIFE CARE,PET,,,1000,ML,1000.000 ML,201711
47550,MINUTE MAID-MAUSAMBI-PULPY MOSAMBI PET 250 ML,134,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,MINUTE MAID,PET,MAUSAMBI,,250,ML,250.000 ML,201711
47390,PRAN-GUAVA-GUAVA TPK 1000 ML,134,SOFT DRINKS-NP,THE AGRI. MKT. - BNGLADESH,PRAN,TPK,GUAVA,,1000,ML,1000.000 ML,201711
47393,SANDESH--PET 1000 ML,134,SOFT DRINKS-NP,SANDESH MINERAL UDHYOG-NEPAL,SANDESH,PET,,,1000,ML,1000.000 ML,201711
47795,AQUA 123--PET 1000 ML,134,SOFT DRINKS-NP,NABIN & KO MINERAL WATER-NEPAL,AQUA 123,PET,,,1000,ML,1000.000 ML,201712
47796,AQUA PLEASURE--PET 1000 ML,134,SOFT DRINKS-NP,JANAKPUR FOOD & BEVERGE WTR-NP,AQUA PLEASURE,PET,,,1000,ML,1000.000 ML,201712
47682,ATITHI--PET 1000 ML,134,SOFT DRINKS-NP,APIK MINERAL WATER INDUS-NEPAL,ATITHI,PET,,,1000,ML,1000.000 ML,201712
47794,CHARCHIT KALINCHOWK--PET 1000 ML,134,SOFT DRINKS-NP,CHARCHIT KALINCHOWK-NEPAL,CHARCHIT KALINCHOWK,PET,,,1000,ML,1000.000 ML,201712
47683,H2ONE--JAR 20000 ML,134,SOFT DRINKS-NP,QUALITY WATER & BEVERAGE-NEPAL,H2ONE,JAR,,,20000,ML,20000.000 ML,201712
47822,MEGA UTSAV-LYCHEE-LITCHI PET 180 ML,134,SOFT DRINKS-NP,MEGA FOODS & BEVERAGE-NEPAL,MEGA UTSAV,PET,LYCHEE,,180,ML,180.000 ML,201712
47787,MTR BADAM DRINK-ROSE-ROSE CAN 180 ML,134,SOFT DRINKS-NP,MTR FOOD PVT LTD-INDIA,MTR BADAM DRINK,CAN,ROSE,,180,ML,180.000 ML,201712
47792,MTR BADAM DRINK-CARDAMOM-CARDAMOM CAN 180 ML,134,SOFT DRINKS-NP,MTR FOOD PVT LTD-INDIA,MTR BADAM DRINK,CAN,CARDAMOM,,180,ML,180.000 ML,201712
47798,THE BINDESHWORI--PET 1000 ML,134,SOFT DRINKS-NP,THE BINDESHWORI DRK WTR&BVG-NP,THE BINDESHWORI,PET,,,1000,ML,1000.000 ML,201712
48190,AQUA DIET--PET 1000 ML,134,SOFT DRINKS-NP,CHITWAN WATER INDUSTRIES-NEPAL,AQUA DIET,PET,,,1000,ML,1000.000 ML,201802
48329,CHABAA YOUNG-COCONUT-COCONUT CAN 230 ML,134,SOFT DRINKS-NP,CHABAA CO. LTD - THAILAND,CHABAA YOUNG,CAN,COCONUT,,230,ML,230.000 ML,201802
48425,ANJULI--JAR 19000 ML,134,SOFT DRINKS-NP,BINDHYABASINI FOOD & BEVRG-NP,ANJULI,JAR,,,19000,ML,19000.000 ML,201803
48350,AQUA MB--PET 1000 ML,134,SOFT DRINKS-NP,MB BEVERAGE UDHYOG-NEPAL,AQUA MB,PET,,,1000,ML,1000.000 ML,201803
48419,FRUTIKA-MANGO-MANGO TPK 200 ML,134,SOFT DRINKS-NP,AKIJ FOOD & BEVERAGE LTD-BANGLADESH,FRUTIKA,TPK,MANGO,,200,ML,200.000 ML,201803
48349,LIFE OK--PET 1000 ML,134,SOFT DRINKS-NP,SAGARMATHA WATER INDUS-NEPAL,LIFE OK,PET,,,1000,ML,1000.000 ML,201803
48418,PRAN-ORANGE-ORANGE TPK 1000 ML,134,SOFT DRINKS-NP,THE AGRI. MKT. - BNGLADESH,PRAN,TPK,ORANGE,,1000,ML,1000.000 ML,201803
48600,CLEAR WATER--PET 1000 ML,134,SOFT DRINKS-NP,CHANDAGIRI BEVERAGE-NEPAL,CLEAR WATER,PET,,,1000,ML,1000.000 ML,201804
48595,HAPPY-MANGO-MANGO PET 250 ML,134,SOFT DRINKS-NP,UNITED BEVERAGE PVT LTD-NEPAL,HAPPY,PET,MANGO,,250,ML,250.000 ML,201804
48658,JUST WATER--PET 1000 ML,134,SOFT DRINKS-NP,JUST WATER PVT LTD-NEPAL,JUST WATER,PET,,,1000,ML,1000.000 ML,201804
48589,MAAZA-MANGO-MANGO TPK 150 ML,134,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,MAAZA,TPK,MANGO,,150,ML,150.000 ML,201804
48594,PRAN-LYCHEE-LITCHI PET 250 ML,134,SOFT DRINKS-NP,THE AGRI. MKT. - BNGLADESH,PRAN,PET,LYCHEE,,250,ML,250.000 ML,201804
48598,SOALTEE--PET 500 ML,134,SOFT DRINKS-NP,ANNAPURNA FOOD & BEVERAGE-NEPL,SOALTEE,PET,,,500,ML,500.000 ML,201804
48591,STING--CAN 250 ML,134,SOFT DRINKS-NP,PEPSI COLA CMPNY IMPRTD-IMPRTD,STING,CAN,,,250,ML,250.000 ML,201804
48896,AQUA PARADISE--PET 1000 ML,134,SOFT DRINKS-NP,MANJUSHREE TRADE FIRM-NP,AQUA PARADISE,PET,,,1000,ML,1000.000 ML,201805
48825,CHANCE--PET 1000 ML,134,SOFT DRINKS-NP,SHARDA INDUSTRIES-NEPAL,CHANCE,PET,,,1000,ML,1000.000 ML,201805
48824,FRESCA-MANGO-MANGO PET 200 ML,134,SOFT DRINKS-NP,SUNRISE NEPAL FOD&BEV P LTD-NP,FRESCA,PET,MANGO,,200,ML,200.000 ML,201805
48826,LOTUS SPRING--PET 1000 ML,134,SOFT DRINKS-NP,FAIR MOUNT BEVRG & MULTPRPS-NP,LOTUS SPRING,PET,,,1000,ML,1000.000 ML,201805
48895,SLICE-MANGO-PET 350 ML,134,SOFT DRINKS-NP,PEPSI COLA CMPNY IMPRTD-IMPRTD,SLICE,PET,MANGO,,350,ML,350.000 ML,201805
49119,AMULLYA-LYCHEE-LITCHI PET 150 ML+25 ML FREE,134,SOFT DRINKS-NP,BINDABASINI BEVERAGE-NEPAL,AMULLYA,PET,LYCHEE,,175,ML,150.000 ML,201806
49157,AQUA STAR--PET 1000 ML,134,SOFT DRINKS-NP,FARWEST WATER & BEVREG INDS-NP,AQUA STAR,PET,,,1000,ML,1000.000 ML,201806
